,Name,Url,Review,Rating,Category 1,Category 2
7954,Restaurant He,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d15128139-Reviews-Restaurant_He-London_England.html,11 reviews,4.5 of 5 bubbles,Chinese,"££ - £££
Chinese"
7955,Cinnamon Village,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7071796-Reviews-Cinnamon_Village-London_England.html,37 reviews,4 of 5 bubbles,Cafe,"££ - £££
Cafe
Vegetarian Friendly"
7956,Carluccio's - Maida Vale,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d13984918-Reviews-Carluccio_s_Maida_Vale-London_England.html,39 reviews,4 of 5 bubbles,Italian,"££ - £££
Italian
Cafe
Mediterranean
European
Wine Bar
Vegetarian Friendly"
7957,Chennai Spice,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2394728-Reviews-Chennai_Spice-London_England.html,74 reviews,3.5 of 5 bubbles,Indian,"££ - £££
Indian
Asian
Sri Lankan
Vegetarian Friendly
Vegan Options"
7958,McGettigan’s Fulham,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10622230-Reviews-McGettigan_s_Fulham-London_England.html,68 reviews,3.5 of 5 bubbles,British,"££ - £££
Bar
British
Pub
Gastropub
Irish
Vegetarian Friendly"
7959,Grill on the Hill,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8730766-Reviews-Grill_on_the_Hill-London_England.html,9 reviews,5 of 5 bubbles,European,"££ - £££
European
Portuguese
Mediterranean
Barbecue
Grill"
7960,Lolita Burgers and Kebabs,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7856044-Reviews-Lolita_Burgers_and_Kebabs-London_England.html,32 reviews,4 of 5 bubbles,Fast food,"£
Fast food
Middle Eastern
Halal"
7961,Bernsteins,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12408500-Reviews-Bernsteins-London_England.html,9 reviews,5 of 5 bubbles,,
7962,Thistle Royal Trafalgar,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3567910-Reviews-Thistle_Royal_Trafalgar-London_England.html,46 reviews,4 of 5 bubbles,British,"££ - £££
British"
7963,"PizzaExpress - Euston Rd, Kings Cross",https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d13140471-Reviews-PizzaExpress_Euston_Rd_Kings_Cross-London_England.html,28 reviews,4 of 5 bubbles,Italian,"££ - £££
Italian
Pizza"
7964,Good Morning Vietnam,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5098822-Reviews-Good_Morning_Vietnam-London_England.html,59 reviews,3.5 of 5 bubbles,Chinese,"£
Chinese
Asian
Vietnamese
Vegetarian Friendly"
7965,Pret a Manger,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8796039-Reviews-Pret_a_Manger-London_England.html,16 reviews,4 of 5 bubbles,Fast food,"£
Fast food
Soups"
7966,Horizon Patisserie and Viennoiserie,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12952278-Reviews-Horizon_Patisserie_and_Viennoiserie-London_England.html,9 reviews,5 of 5 bubbles,Cafe,Cafe
7968,Wagamama,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3931173-Reviews-Wagamama-London_England.html,121 reviews,3.5 of 5 bubbles,Japanese,"££ - £££
Japanese
Asian
Fusion
Vegetarian Friendly
Vegan Options
Gluten Free Options"
7969,Beirut Meza,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7286214-Reviews-Beirut_Meza-London_England.html,60 reviews,4.5 of 5 bubbles,Lebanese,"££ - £££
Lebanese
Mediterranean
Middle Eastern
Vegetarian Friendly
Vegan Options
Halal
Gluten Free Options"
7970,MEATLiquor Queensway,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12511852-Reviews-MEATLiquor_Queensway-London_England.html,58 reviews,3.5 of 5 bubbles,Vegetarian Friendly,"££ - £££
Bar
Pub
Vegetarian Friendly"
7971,Amore Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5447976-Reviews-Amore_Cafe-London_England.html,10 reviews,4.5 of 5 bubbles,,
7972,Devi Deluxe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d14979720-Reviews-Devi_Deluxe-London_England.html,12 reviews,4.5 of 5 bubbles,,
7973,the moorish lounge,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3199685-Reviews-The_moorish_lounge-London_England.html,43 reviews,4.5 of 5 bubbles,Moroccan,"££ - £££
Moroccan
Mediterranean
Middle Eastern"
7974,Golden Flakes Bakery,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7294476-Reviews-Golden_Flakes_Bakery-London_England.html,9 reviews,5 of 5 bubbles,Caribbean,Caribbean
7975,Cafe mona lisa,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5816926-Reviews-Cafe_mona_lisa-London_England.html,13 reviews,4.5 of 5 bubbles,Cafe,"££ - £££
Cafe
Vegetarian Friendly"
7976,Schnitzel,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4317601-Reviews-Schnitzel-London_England.html,39 reviews,4 of 5 bubbles,Middle Eastern,"£
Middle Eastern
Israeli
Fast food
Vegetarian Friendly
Vegan Options"
7977,One Mile End,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10044000-Reviews-One_Mile_End-London_England.html,17 reviews,4.5 of 5 bubbles,,"££ - £££
Bar
Pub"
7978,Martello Hall,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12173769-Reviews-Martello_Hall-London_England.html,49 reviews,4 of 5 bubbles,Pizza,"££ - £££
Pizza
Italian
Bar
Pub
Vegetarian Friendly
Vegan Options"
7979,Mulberry Street Pizzeria,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1017422-Reviews-Mulberry_Street_Pizzeria-London_England.html,99 reviews,3.5 of 5 bubbles,Pizza,"££ - £££
Pizza
Italian
Vegetarian Friendly"
7980,Song Sushi,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5220142-Reviews-Song_Sushi-London_England.html,16 reviews,4.5 of 5 bubbles,Japanese,"££ - £££
Japanese
Sushi
Asian
Fast food"
7981,"Zabardast The Indian Wrap Company, Waterloo",https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d16693723-Reviews-Zabardast_The_Indian_Wrap_Company_Waterloo-London_England.html,10 reviews,4.5 of 5 bubbles,Indian,"££ - £££
Indian"
7982,The Adam And Eve,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7137902-Reviews-The_Adam_And_Eve-London_England.html,64 reviews,4 of 5 bubbles,British,"££ - £££
Bar
British
Pub
Vegetarian Friendly"
7983,The Eagle,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5770671-Reviews-The_Eagle_Ladbroke_Grove-London_England.html,72 reviews,4 of 5 bubbles,British,"££ - £££
Bar
British
Pub
Gastropub"
7984,Yamabahce Turkish Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d13136194-Reviews-Yamabahce_Turkish_Restaurant-London_England.html,58 reviews,3.5 of 5 bubbles,Mediterranean,"££ - £££
Mediterranean
Turkish
Middle Eastern
Vegetarian Friendly
Halal"
7985,Udon Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12322168-Reviews-Udon_Cafe-London_England.html,21 reviews,4 of 5 bubbles,Japanese,"££ - £££
Japanese
Sushi
Asian
Vegetarian Friendly"
7986,City Spice,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d950820-Reviews-City_Spice-London_England.html,357 reviews,4 of 5 bubbles,Indian,"££ - £££
Indian
Asian
Balti
Bangladeshi
Vegetarian Friendly
Vegan Options
Halal
Gluten Free Options"
7987,Lazania Tandoori,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2397499-Reviews-Lazania_Tandoori-London_England.html,17 reviews,4.5 of 5 bubbles,Indian,Indian
7988,Momento Tapas & Grill,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d13839467-Reviews-Momento_Tapas_Grill-London_England.html,12 reviews,4.5 of 5 bubbles,Spanish,"££ - £££
Spanish
Italian"
7989,Ani Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d9566071-Reviews-Ani_Restaurant-London_England.html,44 reviews,4 of 5 bubbles,Mediterranean,"££ - £££
Mediterranean
Turkish
Vegetarian Friendly
Halal"
7990,Belvedere Traditional Ltd,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3470619-Reviews-Belvedere_Traditional_Ltd-London_England.html,21 reviews,4.5 of 5 bubbles,Cafe,"£
Cafe
Deli
Vegetarian Friendly"
7991,Berkeley Square,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1014038-Reviews-Berkeley_Square-London_England.html,18 reviews,4 of 5 bubbles,French,"££££
French"
7992,Art Yard Bar & Kitchen,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d15348913-Reviews-Art_Yard_Bar_Kitchen-London_England.html,8 reviews,5 of 5 bubbles,,
7993,Eleven Cafe Bar,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d15239017-Reviews-Eleven_Cafe_Bar-London_England.html,7 reviews,5 of 5 bubbles,,
7994,Crispin's Wine Bar,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1405295-Reviews-Crispin_s_Wine_Bar-London_England.html,44 reviews,4 of 5 bubbles,,"££ - £££
Wine Bar"
7995,Old Station House Pub,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4368305-Reviews-Old_Station_House_Pub-London_England.html,103 reviews,3.5 of 5 bubbles,British,"££ - £££
Bar
British
Pub
Vegetarian Friendly
Gluten Free Options"
7996,Shish Mahal,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4470071-Reviews-Shish_Mahal-London_England.html,39 reviews,4 of 5 bubbles,Indian,"££ - £££
Indian
Balti
Eastern European
Vegetarian Friendly"
7997,Churreria Espanola,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4434802-Reviews-Churreria_Espanola-London_England.html,39 reviews,4 of 5 bubbles,Cafe,"£
Cafe
Spanish"
7999,Ashburnham Arms,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7966514-Reviews-Ashburnham_Arms-London_England.html,26 reviews,4 of 5 bubbles,British,"££ - £££
Bar
British
Pub
Barbecue"
8000,The Den,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12448775-Reviews-The_Den-London_England.html,18 reviews,4 of 5 bubbles,British,"££ - £££
British"
8001,Marks & Spencer,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7599676-Reviews-Marks_Spencer-London_England.html,21 reviews,4 of 5 bubbles,Cafe,"££ - £££
Cafe"
8002,Premier Inn,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8374946-Reviews-Premier_Inn-London_England.html,30 reviews,4 of 5 bubbles,,"££ - £££
Bar
Pub"
8003,Pizza Hut,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4367002-Reviews-Pizza_Hut-London_England.html,200 reviews,3.5 of 5 bubbles,Italian,"£
Italian
Pizza
Vegetarian Friendly"
8004,Lower East Side Deli,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7381058-Reviews-Lower_East_Side_Deli-London_England.html,17 reviews,4.5 of 5 bubbles,American,"££ - £££
American
Cafe
Fast food
Deli"
8005,The Owl and Pussycat,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d790171-Reviews-The_Owl_and_Pussycat-London_England.html,134 reviews,3.5 of 5 bubbles,British,"££ - £££
Bar
British
Pub"
8006,Cavas de Gaucho,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1806861-Reviews-Cavas_de_Gaucho-London_England.html,22 reviews,4 of 5 bubbles,Steakhouse,"££ - £££
Steakhouse
Argentinian
South American"
8007,The Square Tavern,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5243320-Reviews-The_Square_Tavern-London_England.html,15 reviews,4.5 of 5 bubbles,,"££ - £££
Bar
Pub"
8008,Kamome,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d11718149-Reviews-Kamome-London_England.html,15 reviews,4 of 5 bubbles,Japanese,"££ - £££
Japanese
Asian
Vegetarian Friendly"
8009,Number 25,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1018996-Reviews-Number_25-London_England.html,21 reviews,4 of 5 bubbles,British,"££ - £££
Wine Bar
Bar
British
Pub"
8010,The Georgian,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3297072-Reviews-The_Georgian-London_England.html,112 reviews,4 of 5 bubbles,Cafe,"££ - £££
Cafe
European
Eastern European
Vegetarian Friendly
Vegan Options
Gluten Free Options"
8011,Tereza Joanne,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10798374-Reviews-Tereza_Joanne-London_England.html,11 reviews,4.5 of 5 bubbles,,
8012,The Griffin,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4106373-Reviews-The_Griffin-London_England.html,37 reviews,3.5 of 5 bubbles,British,"££ - £££
Bar
British
Pub"
8013,The Little Cat Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8424828-Reviews-The_Little_Cat_Cafe-London_England.html,9 reviews,5 of 5 bubbles,Pizza,"£
Pizza
International
Deli
Contemporary"
8014,Sakanatei,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d734255-Reviews-Sakanatei-London_England.html,101 reviews,4 of 5 bubbles,Japanese,"££ - £££
Japanese
Sushi
Asian"
8015,Bella Vista Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d15266069-Reviews-Bella_Vista_Restaurant-London_England.html,7 reviews,5 of 5 bubbles,Italian,"££ - £££
Italian"
8016,Simm e Napule,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d15189389-Reviews-Simm_e_Napule-London_England.html,7 reviews,5 of 5 bubbles,,
8017,Camden Pizza Co,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d13003799-Reviews-Camden_Pizza_Co-London_England.html,24 reviews,4.5 of 5 bubbles,Italian,"£
Italian
Fast food
Vegetarian Friendly
Vegan Options"
8018,Grand Union Chancery Lane,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8655414-Reviews-Grand_Union_Chancery_Lane-London_England.html,35 reviews,4 of 5 bubbles,American,"£
American
British"
8019,Calabash Cays,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10287288-Reviews-Calabash_Cays-London_England.html,9 reviews,5 of 5 bubbles,Caribbean,"Caribbean
South American
Jamaican"
8020,The Hero of Maida,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d14152872-Reviews-The_Hero_of_Maida-London_England.html,49 reviews,3.5 of 5 bubbles,British,"££ - £££
Bar
British
Pub"
8021,The German Deli,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12676684-Reviews-The_German_Deli-London_England.html,10 reviews,4.5 of 5 bubbles,Deli,"£
Deli"
8022,The Urban Retreat Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8774541-Reviews-The_Urban_Retreat_Cafe-London_England.html,29 reviews,4 of 5 bubbles,Cafe,"££ - £££
Cafe
International
European
Vegetarian Friendly"
8023,The Chequers Tavern,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8724535-Reviews-The_Chequers_Tavern-London_England.html,58 reviews,3.5 of 5 bubbles,British,"£
Bar
British
Pub"
8024,Love Die Late,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8177914-Reviews-Love_Die_Late-London_England.html,42 reviews,4 of 5 bubbles,,"££ - £££
Bar
Wine Bar"
8025,The Skinny Kitchen,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d15684434-Reviews-The_Skinny_Kitchen-London_England.html,28 reviews,4 of 5 bubbles,,
8026,Mimi's Deli,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3346352-Reviews-Mimi_s_Deli-London_England.html,63 reviews,4 of 5 bubbles,Italian,"££ - £££
Italian
Cafe
Vegetarian Friendly
Vegan Options"
8027,Balance,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7338547-Reviews-Balance-London_England.html,14 reviews,4.5 of 5 bubbles,Cafe,"£
Cafe"
8028,Mam,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d13007608-Reviews-Mam-London_England.html,26 reviews,4 of 5 bubbles,Asian,"££ - £££
Asian
Vietnamese"
8030,Franco Manca Richmond,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12443486-Reviews-Franco_Manca_Richmond-London_England.html,117 reviews,3.5 of 5 bubbles,Italian,"££ - £££
Italian
Pizza
Vegetarian Friendly
Vegan Options"
8031,Nando's Kings Cross,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d13819661-Reviews-Nando_s_Kings_Cross-London_England.html,46 reviews,3.5 of 5 bubbles,African,"££ - £££
African
Portuguese
Fast food
European"
8032,La Zeza,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4886105-Reviews-La_Zeza-London_England.html,19 reviews,4.5 of 5 bubbles,Mediterranean,"££ - £££
Mediterranean
Italian
Pizza"
8033,Winston's Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8343878-Reviews-Winston_s_Cafe-London_England.html,12 reviews,4.5 of 5 bubbles,British,"£
British"
8034,Baker & Spice - Chelsea,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1013794-Reviews-Baker_Spice_Chelsea-London_England.html,83 reviews,3.5 of 5 bubbles,Cafe,"££ - £££
Cafe
British
Vegetarian Friendly
Gluten Free Options
Vegan Options"
8035,Isabel Mayfair,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12486587-Reviews-Isabel_Mayfair-London_England.html,129 reviews,3.5 of 5 bubbles,Seafood,"££££
Seafood
International
Contemporary
Fusion
Vegetarian Friendly
Vegan Options
Gluten Free Options"
8036,Park View Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10485023-Reviews-Park_View_Cafe-London_England.html,9 reviews,5 of 5 bubbles,,
8037,Old Eagle Pub,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8522999-Reviews-Old_Eagle_Pub-London_England.html,17 reviews,4.5 of 5 bubbles,Asian,"££ - £££
Asian
Thai
Pub
Bar
Vegetarian Friendly"
8038,Pret A Manger,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10455332-Reviews-Pret_A_Manger-London_England.html,20 reviews,4 of 5 bubbles,,
8039,5 Pollen Street,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2142724-Reviews-5_Pollen_Street-London_England.html,26 reviews,4.5 of 5 bubbles,Italian,"££££
Italian
European"
8040,Roma Bar and Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12032631-Reviews-Roma_Bar_and_Restaurant-London_England.html,34 reviews,4 of 5 bubbles,Italian,"££ - £££
Italian
Mediterranean
European
Vegetarian Friendly
Vegan Options"
8041,Mums Bistro,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2104013-Reviews-Mums_Bistro-London_England.html,86 reviews,4.5 of 5 bubbles,Mediterranean,"££ - £££
Mediterranean
Greek
Vegetarian Friendly
Gluten Free Options"
8042,New Balti Tandoori,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d796024-Reviews-New_Balti_Tandoori-London_England.html,37 reviews,4 of 5 bubbles,Indian,"££ - £££
Indian
Asian
Balti
Eastern European
Bangladeshi"
8043,The Dayrooms Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12787589-Reviews-The_Dayrooms_Cafe-London_England.html,22 reviews,4 of 5 bubbles,Cafe,"Cafe
Healthy
Vegetarian Friendly"
8044,Princess of Wales,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3801219-Reviews-Princess_of_Wales-London_England.html,130 reviews,3.5 of 5 bubbles,British,"££ - £££
Bar
British
Pub
Gastropub
Vegetarian Friendly"
8045,Delhi Bites,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8625915-Reviews-Delhi_Bites-London_England.html,18 reviews,4.5 of 5 bubbles,Indian,"£
Indian
Asian
Fast food
Vegan Options
Vegetarian Friendly"
8046,La Liaison,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1987135-Reviews-La_Liaison-London_England.html,25 reviews,4 of 5 bubbles,Cafe,"£
Cafe"
8047,The Taproom,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12553583-Reviews-The_Taproom-London_England.html,9 reviews,4.5 of 5 bubbles,,
8048,Fish Lounge,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12150802-Reviews-Fish_Lounge-London_England.html,19 reviews,4 of 5 bubbles,Seafood,"£
Seafood
Fast food"
8049,Tonkotsu Ealing,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d15584282-Reviews-Tonkotsu_Ealing-London_England.html,9 reviews,4.5 of 5 bubbles,Japanese,"££ - £££
Japanese"
8050,Gourmet Burger Kitchen,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4802318-Reviews-Gourmet_Burger_Kitchen-London_England.html,63 reviews,3.5 of 5 bubbles,American,"££ - £££
American"
8051,Hong Tin,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8819092-Reviews-Hong_Tin-London_England.html,16 reviews,4 of 5 bubbles,Chinese,"£
Chinese
Asian
Fast food"
8052,Streeties,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1044705-Reviews-Streeties-London_England.html,14 reviews,4.5 of 5 bubbles,,"Bar
Grill
Pub"
8053,All Bar One Regent Street,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d966189-Reviews-All_Bar_One_Regent_Street-London_England.html,363 reviews,3.5 of 5 bubbles,British,"££ - £££
Bar
British
Wine Bar
International
Vegetarian Friendly"
8054,696 Mangal,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4910667-Reviews-696_Mangal-London_England.html,13 reviews,4.5 of 5 bubbles,Fast food,"£
Fast food
Turkish
Middle Eastern
Halal"
8055,Brooklyns Grill,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3562528-Reviews-Brooklyns_Grill-London_England.html,45 reviews,3.5 of 5 bubbles,American,"££ - £££
American"
8056,Indian Rasoi Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2518991-Reviews-Indian_Rasoi_Restaurant-London_England.html,160 reviews,3.5 of 5 bubbles,Indian,"££ - £££
Indian
Asian
Vegetarian Friendly
Vegan Options
Halal
Gluten Free Options"
8057,Lahore Grill,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5778684-Reviews-Lahore_Grill-London_England.html,19 reviews,4 of 5 bubbles,Indian,"Indian
Grill
Pakistani
Asian
Middle Eastern
Vegetarian Friendly
Halal"
8058,La Porchetta,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1992130-Reviews-La_Porchetta-London_England.html,220 reviews,3.5 of 5 bubbles,Italian,"££ - £££
Italian
Pizza
Vegetarian Friendly"
8059,Melrose and Morgan,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7291444-Reviews-Melrose_and_Morgan-London_England.html,27 reviews,4 of 5 bubbles,Cafe,"££ - £££
Cafe
Vegan Options
Vegetarian Friendly"
8061,Lucky Chip,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12329984-Reviews-Lucky_Chip-London_England.html,9 reviews,5 of 5 bubbles,,
8062,Malletti,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2156629-Reviews-Malletti-London_England.html,27 reviews,4 of 5 bubbles,Italian,"£
Italian
Pizza
Fast food"
8063,Alice,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7052853-Reviews-The_Alice-London_England.html,81 reviews,3.5 of 5 bubbles,British,"££ - £££
Bar
British
Pub
Vegetarian Friendly"
8064,Prezzo Eltham,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10250080-Reviews-Prezzo_Eltham-London_England.html,79 reviews,3.5 of 5 bubbles,Italian,"££ - £££
Italian
Vegetarian Friendly
Vegan Options
Gluten Free Options"
8065,Chez Boubier,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d6953306-Reviews-Chez_Boubier-London_England.html,36 reviews,4.5 of 5 bubbles,French,"££££
French"
8066,Patty & Bun,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d14077161-Reviews-Patty_Bun-London_England.html,13 reviews,4 of 5 bubbles,,
8067,Jalaram Sweet Mart,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5122725-Reviews-Jalaram_Sweet_Mart-London_England.html,9 reviews,5 of 5 bubbles,,
8068,Downtown Mayfair,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2445185-Reviews-Downtown_Mayfair-London_England.html,47 reviews,4 of 5 bubbles,Italian,"Italian
European"
8069,Bianca pizzeria ristorante,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4919056-Reviews-Bianca_pizzeria_ristorante-London_England.html,26 reviews,4.5 of 5 bubbles,Italian,"££ - £££
Italian
Mediterranean
Pizza
Vegetarian Friendly"
8070,Shot,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10480780-Reviews-Shot-London_England.html,9 reviews,5 of 5 bubbles,Healthy,Healthy
8071,Kolkati,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d11888073-Reviews-Kolkati-London_England.html,9 reviews,4.5 of 5 bubbles,,
8072,409 Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1316799-Reviews-409_Restaurant-London_England.html,45 reviews,4 of 5 bubbles,,
8073,Il Pizzaiolo,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2421744-Reviews-Il_Pizzaiolo-London_England.html,125 reviews,3.5 of 5 bubbles,Italian,"££ - £££
Italian
Pizza
Mediterranean
Vegetarian Friendly"
8074,Pret a Manger,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7113916-Reviews-Pret_a_Manger-London_England.html,41 reviews,4 of 5 bubbles,Fast food,"£
Fast food"
8075,Crumbs,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12430698-Reviews-Crumbs-London_England.html,8 reviews,5 of 5 bubbles,,
8076,Carluccio's Neo Bankside,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8671082-Reviews-Carluccio_s_Neo_Bankside-London_England.html,120 reviews,3.5 of 5 bubbles,Italian,"££ - £££
Italian
Mediterranean
European
Vegetarian Friendly
Vegan Options
Gluten Free Options"
8077,The Belrose,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d14971237-Reviews-The_Belrose-London_England.html,16 reviews,4.5 of 5 bubbles,Italian,"££ - £££
Italian
Bar
Pizza
Pub"
8078,Peyote,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5541832-Reviews-Peyote-London_England.html,195 reviews,3.5 of 5 bubbles,Mexican,"££££
Mexican
Latin
Vegetarian Friendly"
8079,Fait Maison,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4367693-Reviews-Fait_Maison-London_England.html,21 reviews,4 of 5 bubbles,Cafe,"£
Cafe
Mediterranean"
8080,Cooks Pie and Mash Shop,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d6225158-Reviews-Cooks_Pie_and_Mash_Shop-London_England.html,15 reviews,4.5 of 5 bubbles,,
8081,The Sun,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7362214-Reviews-The_Sun-London_England.html,35 reviews,3.5 of 5 bubbles,British,"££ - £££
Bar
British
Pub"
8082,Biryani House,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3541950-Reviews-Biryani_House-London_England.html,14 reviews,4.5 of 5 bubbles,Indian,"Indian
Asian
Halal"
8083,Queens Head,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3981901-Reviews-Queens_Head-London_England.html,11 reviews,5 of 5 bubbles,British,"£
British"
